year,Preparation,"p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"p total, bar","Contact time, s",O2 conversion,CH4 conversion,COx selectivity,C2H6 selectivity,C2H4 selectivity,C2 selectivity,C2 yield,Ag,Al,Au,B,Ba,Be,Bi,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Ge,Ho,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,Sb,Sc,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,V,W,Y,Yb,Zn,Zr,Temperature_C
2017,n.a.,,,3,1,0.039499671,,26.79412,,12.39194062,14.42165938,26.8136,7.18446816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2014,Impregnation,0.8,0.2,4,1,1.5,,18.9,,,,38,7.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.77925255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.220747447,0,0,0,0,0,0,0,0,0,0,0,700
2018,Precipitation,,,8,1,0.02626585,,12.8937,,,,55.69744,7.181460821,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,750
2017,IJP-A synthesis,0.454545455,0.151515152,3,1,0.032168,,20.93,,,,34.31,7.181083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.212,0.541271989,0,7.433469,1.813261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2009,Physical mixing,0.714285714,0.285714286,2.5,1,1.411764706,,29.3,75.5,10.8,13.7,24.5,7.1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.85
2009,Therm.decomp.,0.713999987,0.286000013,2.496503115,1.013000011,1.4,,29.29999924,,,,24.5,7.178499813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572.85
2003,Precipitation,0.75,0.052000001,14.42307663,1.013000011,0.32,100,11,29.39999962,28.60000038,36.59999847,65.19999886,7.171999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,799.85
1994,Therm.decomp.,0.666999996,0.330000013,2.021212101,1.013000011,0.083,,38.5,79.30000305,14.80000019,3.799999952,18.60000014,7.161000055,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85
2016,Impregnation,0.8,0.2,4,1,1.5,,17.66304,,,,40.49792,7.153163809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.4298889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.570111105,0,0,0,0,0,0,0,0,0,0,0,750
1992,Precipitation,0.908999979,0.090999998,9.989010811,1.013000011,9,,10,,,,71.5,7.15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
1986,n.a.,0.670000017,0.07,9.571429253,1.013000011,0.157,100,10.80000019,,18.29999924,47.90000153,66.20000076,7.149600209,0,0,0,0,0,0,0,0,94.69999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.300000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2019,Impregnation,0.75,0.25,3,1,0.072,,21.2,63.6,25.8,7.9,33.7,7.1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96715,0,0.05446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.95116,0,0,0,0,0,0,0,0,0,0,0,0.02723,0,0,0,0,700
2015,Impregnation,0.454,0.114,4,1.01325,0.128571429,94.5,14.8,7.67,,,48.2,7.1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,95.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890
2008,Impregnation,0.284999996,0.071000002,4.014084816,1.013000011,0.86,,24.20000076,,,,29.39999962,7.114800132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859.85
2009,n.a.,0.227272727,0.090909091,2.5,1,0.30816641,,15.1,52.9,21.7,25.4,47.1,7.1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779.85
2017,SCS,0.5,0.1,5,1,0.163355484,,13.24675,,,,53.68421,7.111413088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604042258,0,4.309390931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.55379073,0,0,0,0,0,0,0,2.378080617,0,0,0,2.154695466,0,0,0,0,700
1991,n.a.,0.816999972,0.039000001,20.94871712,1.013000011,0.35,99,9,18,28,51,79,7.11,0,16.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.70000076,0,41.70000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733.85
2011,Impregnation,0.171428571,0.028571429,6,0.2,0.282021152,37.7,9.3,23.6,,,76.4,7.1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624329,0,3.622933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.07,0,0,0,0,0,0,0,0,0,0,0,0.679744,0,0,0,0,750
2014,Impregnation,0.4,0.2,2,1,0.8,,48.23,,,,14.72,7.099456,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6969697,0,825
1990,n.a.,0.400000006,0.079999998,5,1.013000011,0.06,,17.29999924,,31,10,41,7.092999687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2019,Pechini method,0.6,0.2,3,1,0.36,100,23.4,69.7,17.4,12.9,30.3,7.0902,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,50,0,0,0,0,0,0,0,0,800
2018,Impregnation,0.44,0.11,4,1,0.026451,,19.70976,,,,35.96774,7.089155231,0,0,0,0,4.150232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.849768,0,0,0,650
2017,IJP-A synthesis,0.454545455,0.151515152,3,1,0.031477,,21.25,,,,33.34,7.08475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.76709,0.229841027,0,3.131584,0.871481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2010,Impregnation,0.833333333,0.166666667,5,1,0.13,,12,,26.22222222,32.77777778,59,7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.95481717,0,0,0,0,0,0,0,0,0,0,0,1.04518283,0,0,0,0,800
2017,n.a.,,,3,1,0.050272308,,27.41176,,10.59597289,15.21762711,25.8136,7.075962079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
1993,Sol-gel,0.129999995,0.066500001,1.954887033,1.013000011,0.8,,32,,,,22.10000038,7.072000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,699.85
2018,Impregnation,0.44,0.11,4,1,0.02626585,,20.02953,,,,35.27668,7.065753204,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,700
1990,n.a.,0.519999981,0.118000001,4.406779766,1.013000011,,99.59999847,17.20000076,59,5,36,41,7.052000313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.20000076,0,47.79999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2017,SCS,0.5,0.1,5,1,0.1632129,,13.23529,,,,53.2459,7.047249278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.405838981,0,4.308989007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5454383,0,0,0,0,0,0,0,1.585239213,0,0,0,2.154494503,0,0,0,0,700
1986,Impregnation,0.639999986,0.078000002,8.205127716,1.013000011,16.6,100,11,,,,64,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.299999952,0,0,0,0,0,0,0,0,0,97.69999695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.85
1997,Precipitation,0.600000024,0.059999999,10,1.013000011,0.93,91,11,,,,64,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.599999905,0,0,0,0,97.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
1994,Therm.decomp.,0.101000004,0.050999999,1.980391979,1.013000011,0.5,68.69999695,20.5,65.59999847,13.80000019,20.5,34.30000019,7.031500039,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2013,Impregnation,,,3.7,1,0.022,,19.4,63,13.5,22.6,36.1,7.0034,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
2008,Sol-gel,0.416000009,0.083999999,4.952381134,1.013000011,0.25,,14,,,,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.29999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.29999924,0,819.85
2010,Impregnation,0.5,0.105,4.761904762,1,0.1196,,20,,18.33333333,16.66666667,35,7,0,0,0,0,0,0,0,0,0,0,1.794135926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.13570419,0,0,0,0,0,0,0,0,0,0,0,1.070159883,0,0,0,0,800
2013,Impregnation,0.8,0.2,4,1,2.045454545,,20,,24.1,10.9,35,7,0,89.4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
2017,n.a.,,,2,1,0.02764977,,37.25877,,10.46915085,8.313739151,18.78289,6.998273784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
2010,Impregnation,,,3,1,0.0419203,,10,,27.5067,42.33287,69.83957,6.983957,0,0,0,0,0,0,0,0,0,0,3.70235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3603,0,2.2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6273,0,0,0,0,0,0,0,0,0,0,0,1.10335,0,0,0,0,800
2016,Impregnation,0.8,0.2,4,1,1.5,,17.56466,,,,39.74843,6.981676585,0,0,0,0,0,0,0,0,2.961052273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.28155308,0,0,0,0,0,0,0,0,0,5.757394649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
2017,Electrospining,0.875,0.125,7,1,0.01285,,14.34285714,51.39442231,19.12350598,29.48207171,48.60557769,6.971428571,0,0,0,0,0,0,0,0,0,0,23.98307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.01693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610
1990,Impregnation,0.875,0.125,7,1.013000011,4.2,,16,,,,43.5,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.70000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.30000305,749.85
2017,IJP-A synthesis,0.454545455,0.151515152,3,1,0.033505,,20.28,,,,34.31,6.958068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.7298,0.484378784,0,17.16315,1.622669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
1991,Sol-gel,0.949999988,0.050000001,19,1.013000011,2.9,99.09999847,8.800000191,,26,52.90000153,78.90000153,6.943200285,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795.85
2013,n.a.,0.875,0.125,7,1,2.045454545,,12.5,,25.4,30.1,55.5,6.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740
2001,Impregnation,0.879999995,0.118000001,7.45762682,1.013000011,0.22,,11,,17,,63,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.100000381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.40000153,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,776.85
2011,Precipitation,0.416,0.084,5,1,0.25,,19.98547,,,,34.65517,6.925998604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24177256,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75822744,0,700
2003,Impregnation,0.762000024,0.238000005,3.201680899,1.013000011,0.14,,21.29999924,67.5,18.70000076,13.80000019,32.50000095,6.922499955,0,0,0,0,8.899999619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.09999847,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,799.85
1991,Therm.decomp.,0.860000014,0.140000001,6.142857075,1.013000011,0.4,96,13.80000019,,,,50,6.900000095,0,0,0,0,0,0,0,0,89.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.85
1985,Therm.decomp.,0.660000026,0.079999998,8.25,1.013000011,0.84,100,13,,16,37,53,6.89,0,0,0,0,0,0,0,0,95.40000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.599999905,0,0,0,0,0,0,0,0,0,0,0,0,0,846.85
2018,Precipitation,0.44,0.11,4,1,0.02661344,,18.39853,,,,37.44472,6.889278043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,750
1992,Precipitation,0.912,0.101000004,9.02970314,1.013000011,0.0017,51,9.300000191,,,,74,6.882000141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85
1993,Sol-gel,0.129999995,0.066500001,1.954887033,1.013000011,0.8,,29,,,,23.70000076,6.873000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,699.85
2018,Impregnation,0.4,0.1,4,1,0.030816641,,10.02451,,,,68.36983,6.853740445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
1990,n.a.,0.829999983,0.035999998,23.05555534,1.013000011,2.12,99,9,12,34,42,76,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.85
1989,n.a.,0.677999973,0.068000004,9.97058773,1.013000011,0.22,100,12.89999962,,,,53,6.836999798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.85
2013,Microemulsion,0.875,0.125,7,1,2.045454545,,13,,23.9,28.6,52.5,6.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740
1990,Therm.decomp.,0.908999979,0.090999998,9.989010811,1.013000011,0.24,56.5,9.300000191,,,,73.30000305,6.816900424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,879.85
1999,Impregnation,0.939999998,0.059,15.93220329,1.013000011,0.035,,9.800000191,,,,69.40000153,6.801200282,0,10.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29999924,0,0,8.100000381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.85
2010,n.a.,0.416,0.084,4.952380952,1,0.25,,19.19248,,,,35.36650813,6.78771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.24757595,0,0,0,0,88.75242405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
2011,Precipitation,0.416,0.084,5,1,0.25,,19.76744,,,,34.31034,6.782275873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.24177256,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75822744,0,825
1996,Therm.decomp.,0.166999996,0.064000003,2.609375,1.013000011,0.6,92.90000153,24.10000038,72,15,13.10000038,28.10000038,6.772100199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
2017,Impregnation,0.571428571,0.142857143,4,1,0.010608,,16.1235,,,,41.96808385,6.766724,0,0,0,0,0,0,0,49.07449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77049,0,0.720352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07449,0,0,0,0,0,0,0,0,0,0,0,0.360176,0,0,0,0,800
2012,Citrate method,,,4,1,0.04,,19.8,66,,,34,6.732,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.85
2010,n.a.,0.416,0.084,4.952380952,1,0.25,,15.43142,,,,43.62426141,6.731843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.52320675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.47679325,0,0,0,0,0,0,0,0,0,0,0,0,0,649.85
1986,n.a.,0.670000017,0.07,9.571429253,1.013000011,0.412,100,9.399999619,,27,44.59999847,71.59999847,6.730399583,0,0,0,0,0,0,0,0,80.90000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.85
1993,Therm.decomp.,0.300000012,0.050000001,6,1.013000011,0.24,,15.39999962,,,,43.70000076,6.729799951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,50,0,0,0,794.85
2012,n.a.,,,4,1,0.04,,19.5,65.5,,,34.5,6.7275,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.85
1985,n.a.,0.904999971,0.093999997,9.627659798,1.013000011,3,98,12,,51,5,56,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.85
2011,Solid-phase technique,0.821428571,0.178571429,4.6,1,0.146333333,33,8,12,37,47,84,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10216523,0,0,0,0,2.249316796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.59743536,0,0,0,0,0,0,0,0,0,0,0,1.051082615,0,0,0,0,816
1999,Impregnation,0.939999998,0.059,15.93220329,1.013000011,0.035,,8.899999619,,,,75.5,6.719499712,0,10.39999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.59999847,0,0,9,0,0,0,0,0,0,0,0,0,0,16,0,0,849.85
2016,Impregnation,0.8,0.2,4,1,0.04048583,,9.2,27,28,45,73,6.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.225972071,0,2.081119488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6523487,0,0,0,0,0,0,0,0,0,0,0,1.040559744,0,0,0,0,774.85
1994,Therm.decomp.,0.300000012,0.119999997,2.5,1.013000011,4.8,100,25.70000076,,,,26.10000038,6.707700297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,89.90000153,0,0,0,0,0,1.100000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.85
